1	2
1	6
1	8
1	18
1	19
1	20
1	22
1	24
1	26
1	27
1	33
1	35
1	41
1	43
1	44
1	45
1	46
1	47
1	68
1	69
1	71
1	72
1	77
1	78
1	100
1	101
1	104
1	117
1	122
1	124
1	125
1	129
1	130
1	144
1	156
1	159
1	161
1	167
1	171
1	174
1	175
1	177
1	178
1	181
1	187
1	194
1	205
1	213
1	227
1	229
1	231
1	236
1	247
1	248
1	256
1	264
1	273
1	278
1	287
1	301
1	315
1	317
1	318
1	330
1	338
1	354
1	368
1	374
1	377
1	379
1	396
1	418
1	435
1	461
1	462
1	473
1	480
1	511
1	522
1	531
1	534
1	536
1	539
1	540
1	544
1	547
1	551
1	563
1	602
1	621
1	626
1	631
1	642
1	663
1	683
1	684
1	687
1	695
1	701
1	709
1	721
1	722
1	723
1	726
1	733
1	745
1	756
1	768
1	779
1	804
1	805
1	832
1	833
1	838
1	842
1	843
1	845
1	850
1	889
1	894
1	902
1	911
1	916
1	920
1	925
1	936
1	944
1	946
1	957
1	961
1	962
1	977
1	1046
1	1058
1	1069
1	1071
1	1073
1	1080
1	1091
1	1092
1	1099
1	1101
1	1109
1	1118
1	1124
1	1153
1	1173
1	1174
1	1177
1	1200
1	1202
1	1203
1	1217
1	1220
1	1239
1	1240
1	1249
1	1287
1	1288
1	1323
1	1349
1	1358
1	1370
1	1378
1	1393
1	1403
1	1406
1	1451
1	1464
1	1472
1	1480
1	1501
1	1513
1	1530
2	3
2	16
2	17
2	22
2	33
2	68
2	104
2	435
2	448
2	547
2	613
2	623
2	740
2	804
2	864
2	888
2	952
2	983
2	1021
2	1173
2	1262
2	1381
2	1420
3	12
3	16
3	19
3	22
3	68
3	171
3	175
3	227
3	296
3	330
3	461
3	480
3	500
3	522
3	547
3	563
3	690
3	782
3	805
3	806
3	889
3	920
3	957
3	1021
3	1069
3	1173
3	1207
3	1368
3	1386
3	1400
3	1406
4	27
4	223
4	244
4	379
4	665
5	126
5	132
5	187
5	200
5	208
5	211
5	585
5	610
5	622
5	841
5	1062
5	1073
5	1148
5	1158
5	1183
5	1245
5	1288
5	1344
5	1382
5	1438
5	1454
5	1479
6	12
6	16
6	19
6	22
6	281
6	296
6	461
6	547
6	957
6	961
6	1069
6	1386
6	1403
6	1406
7	28
7	57
7	58
7	74
7	83
7	85
7	103
7	106
7	128
7	162
7	168
7	169
7	176
7	189
7	222
7	232
7	254
7	261
7	287
7	293
7	325
7	363
7	365
7	381
7	403
7	406
7	420
7	437
7	440
7	449
7	470
7	478
7	488
7	501
7	519
7	521
7	553
7	561
7	583
7	591
7	607
7	609
7	611
7	623
7	641
7	644
7	646
7	657
7	690
7	716
7	722
7	729
7	734
7	753
7	758
7	780
7	785
7	791
7	793
7	831
7	851
7	868
7	870
7	890
7	896
7	901
7	908
7	1023
7	1024
7	1040
7	1041
7	1045
7	1047
7	1066
7	1094
7	1105
7	1113
7	1121
7	1139
7	1140
7	1142
7	1146
7	1147
7	1149
7	1156
7	1160
7	1167
7	1174
7	1191
7	1193
7	1194
7	1208
7	1212
7	1251
7	1253
7	1265
7	1305
7	1327
7	1356
7	1357
7	1358
7	1360
7	1369
7	1370
7	1375
7	1385
7	1402
7	1405
7	1411
7	1422
7	1428
7	1463
7	1473
7	1477
7	1482
7	1494
7	1518
8	12
8	16
8	50
8	100
8	102
8	107
8	123
8	127
8	250
8	276
8	334
8	380
8	427
8	461
8	508
8	648
8	657
8	683
8	685
8	730
8	739
8	807
8	820
8	906
8	920
8	927
8	983
8	991
8	1044
8	1047
8	1119
8	1139
8	1169
8	1192
8	1253
8	1267
8	1325
8	1406
8	1407
8	1409
8	1411
8	1417
8	1423
8	1465
9	28
9	40
9	58
9	66
9	67
9	80
9	93
9	101
9	115
9	126
9	151
9	152
9	154
9	173
9	179
9	215
9	219
9	232
9	238
9	254
9	304
9	306
9	317
9	326
9	340
9	349
9	363
9	365
9	370
9	378
9	384
9	415
9	416
9	459
9	470
9	472
9	488
9	508
9	529
9	530
9	552
9	553
9	560
9	562
9	582
9	587
9	640
9	643
9	644
9	646
9	679
9	690
9	713
9	722
9	724
9	725
9	744
9	758
9	784
9	785
9	811
9	820
9	828
9	863
9	864
9	896
9	956
9	1052
9	1067
9	1090
9	1093
9	1105
9	1158
9	1170
9	1174
9	1193
9	1212
9	1231
9	1251
9	1273
9	1278
9	1305
9	1356
9	1364
9	1369
9	1373
9	1379
9	1402
9	1410
9	1441
9	1482
10	36
10	107
10	244
10	307
10	328
10	435
10	572
10	615
10	670
10	684
10	730
10	731
10	733
10	952
10	1035
10	1154
10	1169
10	1269
10	1465
11	46
11	262
11	276
11	374
11	533
11	711
11	889
11	1315
11	1368
11	1488
12	16
12	19
12	22
12	32
12	68
12	104
12	129
12	144
12	175
12	210
12	296
12	395
12	445
12	446
12	461
12	480
12	522
12	547
12	604
12	673
12	687
12	747
12	761
12	796
12	805
12	840
12	889
12	897
12	931
12	957
12	1025
12	1069
12	1091
12	1097
12	1177
12	1202
12	1368
12	1400
12	1403
12	1406
13	29
13	32
13	38
13	60
13	81
13	102
13	112
13	113
13	136
13	137
13	138
13	139
13	150
13	155
13	156
13	172
13	186
13	197
13	217
13	221
13	232
13	242
13	243
13	246
13	257
13	258
13	260
13	275
13	278
13	289
13	302
13	311
13	312
13	316
13	323
13	350
13	357
13	358
13	362
13	380
13	394
13	397
13	402
13	410
13	423
13	424
13	430
13	451
13	473
13	489
13	497
13	520
13	532
13	565
13	568
13	595
