Document Type,Authors,Title,Journal,Year,Citations,Keywords,DOI,Affiliations,References
J,"['Zaytsev, DG']",Searching for coherence in a fragmented field: Temporal and keywords,NETWORK SCIENCE,2023,0,"['bibliometrics; political science', 'GOOGLE-SCHOLAR; DISCURSIVE INSTITUTIONALISM; SOCIAL-SCIENCE; STATE; WEB;']",10.1017/nws.2022.39,"['Zaytsev, DG (corresponding author), Univ Notre Dame Tantur, Jerusalem, Israel.']","['Abouzid M, 2021, HEALTH INFORM J, V27, DOI 10.1177/14604582211043158']"
J,"['Cannon, BC']","A simplest mathematics of turn-taking: Conversational deep structure,",NETWORK SCIENCE,2023,0,"['status; legitimacy; networks; turn-taking; group processes;', '2ND-ORDER EXPECTATIONS; PARTICIPATION; GENDER; COMMUNICATION; DYNAMICS;']",10.1017/nws.2022.38,"['Robinson, DT (corresponding author), Univ Georgia, Sociol, Athens, GA 30602 USA.']","['Bales RF, 1951, AM SOCIOL REV, V16, P461, DOI 10.2307/2088276']"
J,"['Kuskova, VV']",Expanding the boundaries of interdisciplinary field: Contribution of,NETWORK SCIENCE,2023,0,"['theory building; theory testing; methodological contribution; unified', 'IMPACT FACTOR; METHODOLOGICAL FRAMEWORK; CITATION INDICATORS; RESEARCH']",10.1017/nws.2022.41,"['Kuskova, VV (corresponding author), Univ Notre Dame, Lucy Family Inst Data & Soc, 1220 Waterway Blvd,H248, Indianapolis, IN 46202 USA.']","['Ahmad S, 2019, COLLNET J SCIENTOMET, V13, P345, DOI 10.1080/09737766.2020.1718030']"
J,"['Queiros, J']",Toward random walk-based clustering of variable-order networks,NETWORK SCIENCE,2022,0,"['network analysis; higher-order networks; clustering; random walk;', 'MODELS']",10.1017/nws.2022.36,"['Queiros, J (corresponding author), Nantes Univ, Ecole Cent Nantes, CNRS, LS2N,UMR 6004, F-44000 Nantes, France.']","['[Anonymous], 2021, INT J CLIN TRIALS, V8, P1, DOI DOI 10.18203/2349-3259.IJCT2021XXXX']"
J,"['Carscadden, HL']",Techniques for blocking the propagation of two simultaneous contagions,NETWORK SCIENCE,2022,0,"['contact networks; contagions; blocking; optimization; complexity;', 'COMPLEX CONTAGIONS']",10.1017/nws.2022.18,"['Ravi, SS (corresponding author), Univ Virginia, Biocomplex Inst & Initiat, Charlottesville, VA 22904 USA.']","['Adiga A, 2019, INT J ADV ENG SCI AP, V11, P153, DOI 10.1007/s12572-018-0237-6']"
J,"['Stegehuis, C']",Bringing network science to primary school,NETWORK SCIENCE,2022,0,"[""network science; outreach; primary school; Braess paradox; Dnkstra's""]",10.1017/nws.2022.15,"['Stegehuis, C (corresponding author), Univ Twente, Dept Elect Engn Math & Comp Sci, NL-7500 AE Enschede, Netherlands.']","['[Anonymous], 2013, NETW SCI']"
J,"['Hoshino, T']",A pairwise strategic network formation model with group heterogeneity:,NETWORK SCIENCE,2022,0,"['binary game; binary segmentation; degree heterogeneity; latent group', 'ECONOMETRIC-ANALYSIS; DISCRETE RESPONSE; GAMES; IDENTIFICATION;']",10.1017/nws.2022.16,"['Hoshino, T (corresponding author), Waseda Univ, Sch Polit Sci & Econ, Shinjuku Ku, 1-6-1 Nishi Waseda, Tokyo 1698050, Japan.']","['Abadie A, 2020, ECONOMETRICA, V88, P265, DOI 10.3982/ECTA12675']"
J,"['Leifeld, P']",A theoretical and empirical comparison of the temporal exponential,NETWORK SCIENCE,2022,0,['p*; ERGM; TERGM; SAOM; temporal exponential random graph model;'],10.1017/nws.2022.11,[],"['Block P, 2022, NETW SCI, V10, P3, DOI 10.1017/nws.2022.6']"
J,"['Kueffner, K']",Toward a generalized notion of discrete time for modeling temporal,NETWORK SCIENCE,2021,0,"['multilayer network; multivalued path; temporal network; temporal path;', 'PATH PROBLEMS; LOGIC; CENTRALITY; COMPLEXITY; GRAPHS']",10.1017/nws.2021.20,"['Strembeck, M (corresponding author), Vienna Univ Econ & Business, WU, Vienna, Austria.; Strembeck, M (corresponding author), Secure Business Austria Res Ctr SBA, Vienna, Austria.; Strembeck, M (corresponding author), Complex Sci Hub Vienna CSH, Vienna, Austria.']","['Ahuja M., 2016, INT J COMPUTER TREND, V36, P158']"
J,"['Cherifi, H']",Introduction to the special issue on COMPLEX NETWORKS 2019,NETWORK SCIENCE,2021,0,[],10.1017/nws.2021.8,"['Cherifi, H (corresponding author), Univ Burgundy, LIB, Dijon, France.']","['Antunes N., 2021, NETW SCI, P1']"
J,"['Liu, XT']",Learning to count: A deep learning framework for graphlet count,NETWORK SCIENCE,2021,0,"['Graphlet count estimation; Convolutional neural networks; Deep learning', 'W, DOI DOI 10.1145/2488388.2488502', ""WEB (WWW'17), P441, DOI 10.1145/3038912.3052636"", 'WEB (WWW 2015), P495, DOI 10.1145/2736277.2741101', ""WEB (WWW'17), P1431, DOI 10.1145/3038912.3052597"", 'ALGORITHMS; TRIANGLES; NETWORKS', 'COMPUTING (CCGRID), P533, DOI 10.1109/CCGRID.2018.00080']",10.1017/nws.2020.35,"['Liu, XT (corresponding author), Chinese Univ Hong Kong, Shatin, Hong Kong, Peoples R China.']","['Ahmed NK, 2017, KNOWL INF SYST, V50, P689, DOI 10.1007/s10115-016-0965-5']"
J,"['Gärtner, F']",Superbubbles as an empirical characteristic of directed networks,NETWORK SCIENCE,2021,0,"['digraph; graph descriptor; bubbles; linear time algorithm', 'ALGORITHM; CENTRALITY']",10.1017/nws.2020.32,"['Stadler, PF (corresponding author), Univ Leipzig, Competence Ctr Scalable Data Serv & Solut Dresden, Augustuspl 12, D-04107 Leipzig, Germany.; Stadler, PF (corresponding author), Univ Leipzig, Dept Comp Sci, Bioinformat Grp, Hartelstr 16-18, D-04107 Leipzig, Germany.; Stadler, PF (corresponding author), Univ Leipzig, Interdisciplinary Ctr Bioinformat, Hartelstr 16-18, D-04107 Leipzig, Germany.; Stadler, PF (corresponding author), Max Planck Inst Math Sci, Inselstr 22, D-04103 Leipzig, Germany.; Stadler, PF (corresponding author), Univ Leipzig, German Ctr Integrat Biodivers Res iDiv Halle Jena, Hartelstr 16-18, D-04107 Leipzig, Germany.; Stadler, PF (corresponding author), Univ Leipzig, Leipzig Res Ctr Civilizat Dis, Hartelstr 16-18, D-04107 Leipzig, Germany.; Stadler, PF (corresponding author), Univ Vienna, Inst Theoret Chem, Wahringerstr 17, A-1090 Vienna, Austria.; Stadler, PF (corresponding author), Univ Nacl Colombia, Fac Ciencias, Sede Bogota, Bogota, Colombia.; Stadler, PF (corresponding author), Santa Fe Inst, 1399 Hyde Pk Rd, Santa Fe, NM 87501 USA.']","['Alon N, 1997, ALGORITHMICA, V17, P209, DOI 10.1007/BF02523189', 'BIOL, V334, P629, DOI 10.1016/j.crvi.2011.05.011']"
J,"['Joo, WT']","Out of sync, out of society: Political beliefs and social networks",NETWORK SCIENCE,2020,0,"['belief synchronization; social space; network homophily; discussion', 'IMPORTANT MATTERS; ATTITUDES; EDUCATION; DISAGREEMENT; PERSONALITY;']",10.1017/nws.2020.2,"['Joo, WT (corresponding author), Univ Wisconsin, Dept Sociol, Madison, WI 53706 USA.']","['Allison PD, 2010, HANDBOOK OF SURVEY RESEARCH, 2ND EDITION, P631']"
J,"['Arora, V']",Examining the variability in network populations and its role in,NETWORK SCIENCE,2020,0,"['network models; variability; entropy; generative models', 'RANDOM GRAPHS; BLOCKMODELS; TOPOLOGY; SYSTEM']",10.1017/nws.2019.63,"['Ventresca, M (corresponding author), Purdue Univ, Sch Ind Engn, W Lafayette, IN 47907 USA.']","['Alderson DL, 2008, OPER RES, V56, P1047, DOI 10.1287/opre.1080.0606']"
J,"['Cherifi, H']",Introduction to the special issue on COMPLEX NETWORKS 2018,NETWORK SCIENCE,2020,0,[],10.1017/nws.2020.22,"['Cherifi, H (corresponding author), Univ Burgundy, LIB, Dijon, France.']","['Aiello L. M., 2018, STUDIES COMPUTATIONA, V813']"
J,"['Tabassum, S']",On fast and scalable recurring link's prediction in evolving multi-graph,NETWORK SCIENCE,2020,0,['link prediction; evolving network; recurring links; graph streams;'],10.1017/nws.2019.64,"['Tabassum, S (corresponding author), Univ Porto, INESC TEC, Porto, Portugal.; Tabassum, S (corresponding author), Univ Porto, FEUP, Porto, Portugal.']","['Ahmed NK, 2017, PROC VLDB ENDOW, V10, P1430, DOI 10.14778/3137628.3137651']"
J,"['Mohagheghi, S']",Multigroup connectivity structures and their implications,NETWORK SCIENCE,2019,0,"['multigroup networks; connectivity modalities; random graphs; comparative', 'STOCHASTIC BLOCKMODELS; MULTIPLE NETWORKS; SOCIAL-STRUCTURE; MEMBERSHIP;']",10.1017/nws.2019.22,"['Mohagheghi, S (corresponding author), Univ Calif Santa Barbara, Dept Elect & Comp Engn, Santa Barbara, CA 93106 USA.']","['Abbe E., 2017, The Journal of Machine Learning Research, V18, P6446']"
J,"['Shappell, H']",A paradigm for longitudinal complex network analysis over patient,NETWORK SCIENCE,2019,0,"['network analysis; longitudinal network analysis; complex brain networks;', 'NETWORK; RESTING-STATE NETWORKS; FUNCTIONAL CONNECTIVITY;', 'DEFAULT-MODE NETWORK; RESTING-STATE NETWORKS; FUNCTIONAL CONNECTIVITY;']",10.1017/nws.2019.9,"['Shappell, H (corresponding author), Johns Hopkins Univ, Dept Biostat, Bloomberg Sch Publ Hlth, Baltimore, MD 21205 USA.']","['Acuna C, 2012, FRONT SYST NEUROSCI, V6, DOI 10.3389/fnsys.2012.00062']"
J,"['Takaguchi, T']",Existence of outsiders as a characteristic of online communication,NETWORK SCIENCE,2018,0,"['online social networks; data analysis; assortative mixing', ""WEB (WWW'13 COMPANION), P1343""]",10.1017/nws.2018.17,"['Takaguchi, T (corresponding author), Natl Inst Informat, Chiyoda Ku, 2-1-2 Hitotsubashi, Tokyo 1018430, Japan.; Takaguchi, T (corresponding author), JST, ERATO, Kawarabayashi Large Graph Project, Chiyoda Ku, 2-1-2 Hitotsubashi, Tokyo 1018430, Japan.']","['Ahn Y. Y., 2007, P 16 INT C WORLD WID, P835, DOI [10.1145/1242572.1242685, DOI 10.1145/1242572.1242685]']"
J,"['Spencer, G']",Clustered networks protect cooperation against catastrophic collapse,NETWORK SCIENCE,2018,0,"['cooperation; clustering; threshold models; social influence; contagion;', 'COORDINATION GAMES; EVOLUTION; BEHAVIOR; TIES']",10.1017/nws.2018.5,"['Spencer, G (corresponding author), Smith Coll, Burton Hall, Northampton, MA 01063 USA.']","['[Anonymous], 2010, P 17 INT C WORLD WID']"
J,"['Cooper, B']",Establishing social cooperation: The role of hubs and community,NETWORK SCIENCE,2018,0,"[""cooperative behaviour; Prisoner's Dilemma; repeated games; hubs;"", 'EVOLUTIONARY GAMES; EFFECTIVE CHOICE; DYNAMICS; DILEMMAS']",10.1017/nws.2018.3,"['Cooper, B (corresponding author), Univ Leeds, Dept Math, Leeds LS2 9JT, W Yorkshire, England.']","['AXELROD R, 1980, J CONFLICT RESOLUT, V24, P379, DOI 10.1177/002200278002400301']"
J,"['Sur, S']",Brokerage-based attack on real world temporal networks,NETWORK SCIENCE,2016,0,"['temporal networks; attack tolerance; temporal brokerage', 'TOLERANCE; POWER']",10.1017/nws.2016.18,"['Sur, S (corresponding author), Indian Inst Technol, Sch Telecommun, Kharagpur 721302, W Bengal, India.']","['Albert R, 2000, NATURE, V406, P378, DOI 10.1038/35019019']"
B,"['Barabási, AL']",Random Networks,NETWORK SCIENCE,2016,0,[],,"['Barabási, AL (corresponding author), Northeastern Univ, Network Sci, Boston, MA 02115 USA.; Barabási, AL (corresponding author), Northeastern Univ, Ctr Complex Network Res, Boston, MA 02115 USA.; Barabási, AL (corresponding author), Harvard Med Sch, Boston, MA 02115 USA.; Barabási, AL (corresponding author), Cent European Univ, Budapest, Hungary.']",[]
B,"['Barabási, AL']",The Barabasi-Albert Model,NETWORK SCIENCE,2016,0,[],,"['Barabási, AL (corresponding author), Northeastern Univ, Network Sci, Boston, MA 02115 USA.; Barabási, AL (corresponding author), Northeastern Univ, Ctr Complex Network Res, Boston, MA 02115 USA.; Barabási, AL (corresponding author), Harvard Med Sch, Boston, MA 02115 USA.; Barabási, AL (corresponding author), Cent European Univ, Budapest, Hungary.']",[]
B,"['Barabási, AL']",Evolving Networks,NETWORK SCIENCE,2016,0,[],,"['Barabási, AL (corresponding author), Northeastern Univ, Network Sci, Boston, MA 02115 USA.; Barabási, AL (corresponding author), Northeastern Univ, Ctr Complex Network Res, Boston, MA 02115 USA.; Barabási, AL (corresponding author), Harvard Med Sch, Boston, MA 02115 USA.; Barabási, AL (corresponding author), Cent European Univ, Budapest, Hungary.']",[]
B,"['Barabási, AL']",Degree Correlation,NETWORK SCIENCE,2016,0,[],,"['Barabási, AL (corresponding author), Northeastern Univ, Network Sci, Boston, MA 02115 USA.; Barabási, AL (corresponding author), Northeastern Univ, Ctr Complex Network Res, Boston, MA 02115 USA.; Barabási, AL (corresponding author), Harvard Med Sch, Boston, MA 02115 USA.; Barabási, AL (corresponding author), Cent European Univ, Budapest, Hungary.']",[]
B,"['Barabási, AL']",Spreading Phenomena,NETWORK SCIENCE,2016,0,[],,"['Barabási, AL (corresponding author), Northeastern Univ, Network Sci, Boston, MA 02115 USA.; Barabási, AL (corresponding author), Northeastern Univ, Ctr Complex Network Res, Boston, MA 02115 USA.; Barabási, AL (corresponding author), Harvard Med Sch, Boston, MA 02115 USA.; Barabási, AL (corresponding author), Cent European Univ, Budapest, Hungary.']",[]
J,"['Dyballa, L']",Further insights into the interareal connectivity of a cortical network,NETWORK SCIENCE,2015,0,"['macaque cortex; cortical hierarchy; link communities; reciprocal', 'BRAIN NETWORKS; ORGANIZATION; INTEGRATION']",10.1017/nws.2015.19,"['Dyballa, L (corresponding author), Univ Fed Rio de Janeiro, COPPE, Programa Engn Sistemas & Comp, Caixa Postal 68511, BR-21941972 Rio De Janeiro, RJ, Brazil.']","['Ahn YY, 2010, NATURE, V466, P761, DOI 10.1038/nature09182']"
J,"['Valente, TW']",Untitled,NETWORK SCIENCE,2015,0,[],10.1017/nws.2015.26,"['Valente, TW (corresponding author), Univ So Calif, Publ Hlth & Med, Los Angeles, CA 90089 USA.']","['Genois M., 2015, NETWORK SCI, V3']"
,[],,,,0,[],,[],[]
